"Proveedor","Estatus","Categoría","Subcategoria","Codigo","Descripcion ","Udm","Metraje","Formato","Tipo","Tipologia ","Color","Acabado","Corte","Precio sistema Caja","Precio Regular M2","Descuento autorizado Oferta Final ","Oferta Final M2 ","Precio M2 con complementos"
"Renujal","Master","Pisos ","Pisos Renujal ","CAS100188","PISO VOLCANO 62 MARFIL 60X120 2PZ 1.42 M2","M2",1.42,"60X120","Cerámico","Piedra","beige","Mate","Rectificado"," $579.00 "," $407.75 ",29.12%," $289.00 "," $249.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS100189","PISO MINIMAL 62 IVORY 60X120 2PZ 1.42 M2","M2",1.42,"60X120","Cerámico","Piedra","beige","Mate","Rectificado"," $559.00 "," $393.66 ",24.05%," $299.00 "," $269.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS100115","PISO ARES BRILLO 60X120 2PZ 1.42M2","M2",1.42,"60X120","Cerámico","Marmol","blanco","Brillo","Rectificado"," $559.00 "," $393.66 ",24.05%," $299.00 "," $269.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS100207","PISO MINIMAL 62 SILVER 60X120 2PZ 1.42 M2","M2",1.42,"60X120","Cerámico","Piedra","Gris","Mate","Rectificado"," $579.00 "," $407.75 ",26.67%," $299.00 "," $259.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS100121","PISO MOON IVORY 60X120 2PZ 1.42M2","M2",1.42,"60X120","Cerámico","Piedra","Beige","Mate","Rectificado"," $559.00 "," $393.66 ",24.05%," $299.00 "," $285.00 "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS100218","PISO PIETRA 62 GRIGIO 60X120 2PZ 1.42 M2","M2",1.42,"60X120","Cerámico","Marmol","Gris","Mate","Rectificado"," $559.00 "," $393.66 ",24.05%," $299.00 "," $279.00 "
"Vitromex","Master","Pisos ","Pisos Vitromex",522991442067441,"PISO TARANTO WHITE 60x120 1.44 M2 PUL Y RECT","M2",1.44,"60x120","Porcelánico","Marmol","Gris","Pulido","Rectificado"," $499.00 "," $346.53 ",13.72%," $299.00 "," $-   "
"Vitromex","Master","Pisos ","Pisos Vitromex",522834254567711,"PISO ATACAMA GRAFITO 50X100 CM 1.5 M2/CAJA RECTIFICADO 36 CAJAS","M2",1.5,"50x100","Cerámico","Piedra","Gris","Mate","Rectificado"," $559.00 "," $372.67 ",17.08%," $309.00 "," $-   "
"Renujal","Master","Pisos ","Pisos Renujal ","CAS100128","PISO 62 PIETRA NERO 60X120 2PZ 1.42M2","M2",1.42,"60X120","Cerámico","Marmol","negro","Mate","Rectificado"," $559.00 "," $393.66 ",21.51%," $309.00 "," $289.00 "
"Castel","Master","Pisos ","Pisos Castel","CAS100172","PISO PORCELANICO THASSOS 120 60X120 1.44M2","M2",1.44,"60X120","Porcelánico","Monocolor","Beige","Pulido","Rectificado"," $984.43 "," $683.63 ",44.56%," $379.00 "," $369.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZMS62424RC1P7","ZMS6 60 cm x 60 cm Rect. Magnus Black 1a. Cal 1.80M2","M2",1.8,"60x60","Cerámico","Piedra","Negro","Mate","Rectificado"," $629.00 "," $349.44 ",11.57%," $309.00 "," $299.00 "
"Castel","Master","Pisos ","Pisos Castel","CAS100273","PISO CARRARA GOLD PL 60X120 1.44M2","M2",1.44,"60X120","Porcelánico","Marmol","blanco","Pulido","Rectificado"," $984.43 "," $683.63 ",53.34%," $319.00 ",
"Castel","Master","Pisos ","Pisos Castel","CAS10074","KAPLAN 60X120 2PZ (1.44m2)V.P.","M2",1.44,"60X120","Porcelánico","Marmol","Negro","Mate","Rectificado"," $984.43 "," $683.63 ",47.49%," $359.00 "," $349.00 "
"Castel","Master","Pisos ","Pisos Castel","CAS10088","PISO BUSAN MATE WHITE 60X120 1.44M2","M2",1.44,"60X120","Porcelánico","Marmol","blanco","Mate","Rectificado"," $984.43 "," $683.63 ",56.26%," $299.00 "," $289.00 "
"Castel","Master","Pisos ","Pisos Castel","CAS1240","PISO VITRIFICADO PULPIS GREY 60X60 1.44 M2","M2",1.44,"60X60","Porcelánico","Marmol","Gris","Pulido","Rectificado"," $879.89 "," $611.03 ",49.43%," $309.00 "," $299.00 "
"Daltile","Master","Pisos ","Pisos Daltile","GSN11320L1P2","GSN1 34 cm X 50 cm Stonefort Gold 1a.Cal. 1.20M2","M2",1.2,"34x50","Cerámico","Piedra","Blanco","Mate","No Rectificado"," $469.00 "," $390.83 ",15.82%," $329.00 "," $319.00 "
"Castel","Master","Pisos ","Pisos Castel","CAS137","PISO PORCELANICO VITRIFICADO DIAMOND CARRARA  60X60 1.44M2","M2",1.44,"60X60","Porcelánico","Marmol","blanco","Pulido","Rectificado"," $879.89 "," $611.03 ",44.52%," $339.00 "," $329.00 "
"Vitromex","Master","Pisos ","Pisos Vitromex",520904419305271,"PISO MILANO NERO 61.2X122.6 CM 1.5 M2/CAJA RECTIFICADO 40 CAJAS","M2",1.5,"61.2x122.6","Cerámico","Marmol","Negro","Mate","Rectificado"," $629.00 "," $419.33 ",19.16%," $339.00 "," $-   "
"Daltile","Master","Pisos ","Pisos Daltile","GA842424RC1P7","GA84 60x60 cm Rect. Amore Carlotta 1a. Cal 1.8M2","M2",1.8,"60x60","Cerámico","Geométrico","Multicolor","Mate","Rectificado"," $699.00 "," $388.33 ",12.70%," $339.00 "," $329.00 "
"Daltile","Master","Pisos ","Pisos Daltile","GA852424RC1P7","GA85 60x60 cm Rect. Amore Julieta 1a. Cal 1.8M2","M2",1.8,"60x60","Cerámico","Geométrico","Multicolor","Mate","Rectificado"," $699.00 "," $388.33 ",12.70%," $339.00 "," $329.00 "
"Castel","Master","Pisos ","Pisos Castel","CAS2113","PISO AMANI PL WHITHE 60X120CM 1.44M2/CAJA","M2",1.44,"60X120","Porcelánico","Monocolor","Beige","Pulido","Rectificado"," $984.43 "," $683.63 ",50.41%," $339.00 ",
"Castel","Master","Pisos ","Pisos Castel","CAS2213","PISO STATUARIO GOLDEN BLANCO 60X120 CAJA 1.44M2","M2",1.44,"60X120","Porcelánico","Marmol","blanco","Pulido","Rectificado"," $984.43 "," $683.63 ",44.56%," $379.00 "," $369.00 "
"Castel","Master","Pisos ","Pisos Castel","CAS2220","PISO PORC.TORONTO WHITE 60X120 CAJA 1.44M2","M2",1.44,"60X120","Porcelánico","Piedra","Gris","Mate","Rectificado"," $984.43 "," $683.63 ",48.95%," $349.00 ",
"Castel","Master","Pisos ","Pisos Castel","CAS2228","PISO TORONTO GRAY 60X120 CAJA 1.44M2","M2",1.44,"60X120","Porcelánico","Piedra","Gris","Mate","Rectificado"," $984.43 "," $683.63 ",48.95%," $349.00 "," $339.00 "
"Castel","Master","Pisos ","Pisos Castel","CAS254794","EVEREST 62 PULIDO  59.5X119.5 3PZ 2.13M2","M2",2.13,"59.5x119.5","Porcelánico","Marmol","Blanco","Pulido","Rectificado"," $859.00 "," $403.29 ",13.46%," $349.00 "," $309.00 "
"Castel","Master","Pisos ","Pisos Castel","CAS254795","CARRARA 62 POLARIS PULIDO  59.5X119.5 3PZ 2.13M2","M2",2.13,"59.5x119.5","Porcelánico","Marmol","Blanco","Pulido","Rectificado"," $859.00 "," $403.29 ",20.90%," $319.00 ",
"Castel","Master","Pisos ","Pisos Castel","CAS254796","THASSOS 62 WHITE PULIDO 59.5X119.5 3PZ 2.13 M2","M2",2.13,"59.5x119.5","Porcelánico","Monocolor","Blanco","Pulido","Rectificado"," $859.00 "," $403.29 ",13.46%," $349.00 "," $339.00 "
"Castel","Master","Pisos ","Pisos Castel","CAS254797","AMANI GREY 59.5X119.5 3PZ 2.13M2","M2",2.13,"59.5x119.5","Porcelánico","Monocolor","Gris ","Pulido","Rectificado"," $859.00 "," $403.29 ",13.46%," $349.00 "," $339.00 "
"Castel","Master","Pisos ","Pisos Castel","CAS3040","PISO SAINT LAURENT NEGRO 60X120 1.44M2","M2",1.44,"60X120","Porcelánico","Marmol","Negro","Pulido","Rectificado"," $1,359.04 "," $943.78 ",45.01%," $519.00 "," $499.00 "
"Castel","Master","Pisos ","Pisos Castel","CAS4040","PISO CARRARA POLARIS PL 60X120CM 1.44M2/CAJA","M2",1.44,"60X120","Porcelánico","Marmol","blanco","Pulido","Rectificado"," $984.43 "," $683.63 ",51.87%," $329.00 ",
"Castel","Master","Pisos ","Pisos Castel","CAS734","PISO WACOM 60X120 1.44 M2","M2",1.44,"60X120","Porcelánico","Marmol","Negro","Pulido","Rectificado"," $1,155.76 "," $802.61 ",40.32%," $479.00 "," $469.00 "
"Castel","Master","Pisos ","Pisos Castel","CAS739","ORCHESTRA GOLD 60X120 1.44 M2","M2",1.44,"60X120","Porcelánico","Marmol","Blanco","Pulido","Rectificado"," $984.43 "," $683.63 ",41.64%," $399.00 "," $389.00 "
"Castel","Master","Pisos ","Pisos Castel","CAS757","AMANI WHITE 60X60 1.44 M2","M2",1.44,"60X60","Porcelánico","Marmol","blanco","Pulido","Rectificado"," $879.89 "," $611.03 ",49.43%," $309.00 ",
"Castel","Master","Pisos ","Pisos Castel","CAS758","AMANI OXFORD 60X60 1.44 M2","M2",1.44,"60X60","Porcelánico","Marmol","Gris","Pulido","Rectificado"," $879.89 "," $611.03 ",49.43%," $309.00 "," $299.00 "
"Castel","Master","Pisos ","Pisos Castel","CAS8794","PISO CASTEL NAPOLES  BEIGE 60X60 1.44M2 4PZAS","M2",1.44,"60X60","Porcelánico","Marmol","Beige","Pulido","Rectificado"," $539.00 "," $374.31 ",38.82%," $229.00 "," $-   "
"Castel","Master","Pisos ","Pisos Castel","CAS886","PISO PORCELANICO REC VITRIFICADO THASSOS 60X60 1.44 M2 CAJA","M2",1.44,"60X60","Porcelánico","Monocolor","Blanco","Pulido","Rectificado"," $879.89 "," $611.03 ",44.52%," $339.00 ",
"Daltile","Master","Pisos ","Pisos Daltile","ZAS81060R1P7","ZAS8 25 cm x 153 cm Rect. Aspen Castaño 1a. Cal. 1.16 M2","M2",1.16,"25x153","Cerámico","Madera","Café","Mate","Rectificado"," $809.00 "," $697.41 ",37.05%," $439.00 ",
"Daltile","Master","Pisos ","Pisos Daltile","GPR11836FRC1P7","GPR1 45 cm x 90 cm Rect Pure Fiore White 1a Cal 1.6M2","M2",1.6,"45x90","Cerámico","Monocolor","Blanco","Mate","Rectificado"," $859.00 "," $536.88 ",16.37%," $449.00 "," $439.00 "
"Castel","Master","Pisos ","Pisos Castel","CAS900","PISO PORC REC STATUARIO MATE 60X60","M2",1.44,"60X60","Porcelánico","Marmol","Blanco","Mate","Rectificado"," $776.74 "," $539.40 ",48.28%," $279.00 "," $-   "
"Castel","Master","Pisos ","Pisos Castel","CAS94016","PISO VENETIAN BLANCO 60X60 1.44M2","M2",1.44,"60X60","Porcelánico","Marmol","Blanco","Pulido","Rectificado"," $675.70 "," $469.24 ",36.28%," $299.00 "," $289.00 "
"Daltile","Master","Pisos ","Pisos Daltile","GGS12448PR1SL","GGS1 59.6 x 119.4 Rect. Galastone Turquoise 1a Cal 1.42m2","M2",1.42,"59.6x119.4","Porcelánico","Piedra","Azul","Pulido","Rectificado"," $809.00 "," $569.72 ",24.70%," $429.00 "," $419.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZAS61060R1P7","ZAS6 25 cm x 153 cm Rect. Aspen Gris 1a. Cal 1.16 M2","M2",1.16,"25x153","Cerámico","Madera","Gris","Mate","Rectificado"," $809.00 "," $697.41 ",18.41%," $569.00 "," $559.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZAS51060R1P7","ZAS5 25 cm x 153 cm Rect. Aspen Natural 1a. Cal 1.16 M2","M2",1.16,"25x153","Cerámico","Madera","Beige","Mate","Rectificado"," $809.00 "," $697.41 ",18.41%," $569.00 "," $559.00 "
"Daltile","Master","Pisos ","Pisos Daltile","GMK13264PR1","GMK1 80 CM X 160 CM RECT. MAKIA BLANCO PULIDO 1a. CAL.","M2",2.56,"80x160","Porcelánico","Marmol","Blanco","Pulido","Rectificado"," $2,099.00 "," $819.92 ",20.85%," $649.00 "," $639.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZAD83264PR1SL","ZAD8 80 cm x 160 cm Rect. Andara Marfil 1a. Cal. 2.56 M2","M2",2.56,"80x160","Porcelánico","Marmol","Beige","Pulido","Rectificado"," $1,899.00 "," $741.80 ",12.51%," $649.00 "," $639.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZBS432641PD","ZBS4 80 cm X 160 cm Rect.Botanic Sens Green 1a. Cal 2.56M2","M2",2.56,"80x160","Porcelánico","Piedra","Verde","Pulido","Rectificado"," $2,299.00 "," $898.05 ",22.16%," $699.00 "," $689.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZCG63264PR1SL","ZCG6 80 CM X 160 CM RECT. CARRARA GOLD BLANCO PUL. 1a.","M2",2.56,"80x160","Porcelánico","Marmol","Blanco","Pulido","Rectificado"," $2,099.00 "," $819.92 ",20.85%," $649.00 "," $639.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZCT63264PR1SL","ZCT6 80 CM X 160 CM RECT. CATALIA IVORY 1a. CAL. 2.56 M2","M2",2.56,"80x160","Porcelánico","Marmol","Beige","Pulido","Rectificado"," $1,899.00 "," $741.80 ",12.51%," $649.00 "," $639.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZCT73264PR1SL","ZCT7 80 CM X 160 CM RECT. CATALIA LIGHT GRAY 1a. CAL. 2.56 M2","M2",2.56,"80x160","Porcelánico","Marmol","Gris","Pulido","Rectificado"," $1,899.00 "," $741.80 ",12.51%," $649.00 "," $639.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZCT83264PR1SL","ZCT8 80 CM X 160 CM RECT CATALIA DARK GRAY 1a. CAL. 2.56 M2","M2",2.56,"80x160","Porcelánico","Marmol","Gris","Pulido","Rectificado"," $1,899.00 "," $741.80 ",12.51%," $649.00 "," $639.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZKT23264PR1SL","ZKT2 80 CM X 160 CM RECT. KATALONIA BEIGE 1a. CAL. 2.52 M2","M2",2.56,"80x160","Porcelánico","Piedra","Beige","Mate","Rectificado"," $1,899.00 "," $741.80 ",13.86%," $639.00 "," $629.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZMQ132641PD","ZMQ1 80x160 Marquina Negro Rect. 1a. Cal 2.56M2","M2",2.56,"80x160","Porcelánico","Marmol","Negro","Pulido","Rectificado"," $2,449.00 "," $956.64 ",23.80%," $729.00 "," $719.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZN0924481PD","ZN09 60x120 Rect. Black Marble Black 1a. Cal 1.44M2","M2",1.44,"60x120","Porcelánico","Marmol","Negro","Pulido","Rectificado"," $799.00 "," $554.86 ",17.28%," $459.00 "," $449.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZS0932641PD","ZS09 80x160 cm. Rect. Silver River Gray 1a. Cal. 2.56M2","M2",2.56,"80x160","Porcelánico","Piedra","Gris","Pulido","Rectificado"," $2,189.00 "," $855.08 ",18.25%," $699.00 "," $689.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZSS532641PD","ZSS5 80 cm X 160 cm Rect.Sky Sens Blue 1a. Cal. 2.56M2","M2",2.56,"80x160","Porcelánico","Piedra","Azul","Pulido","Rectificado"," $2,299.00 "," $898.05 ",22.16%," $699.00 "," $689.00 "
"Daltile","Master","Pisos ","Malla ceramica","ZA0515HEXMS1P2","ZA05 3.8 Alida1a.Cal. 0.9M2 (12 piezas por caja)","M2",0.9,"29x26","Cerámico","Marmol","Blanco","Mate","No Rectificado"," $899.00 "," $998.89 ",15.01%," $849.00 "," $839.00 "
"Daltile","Master","Pisos ","Malla ceramica","PT2415HEXMS1P2","PT24 3.8 HEX NEGRO MT INFINITO 0.90M2 (12 piezas por caja)","M2",0.9,"29x26","Cerámico","Marmol","Negro","Mate","No Rectificado"," $959.00 "," $1,065.56 ",16.57%," $889.00 "," $879.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZDL224481PA","ZDL2 60 CM X 120 CM CLAUDEL WHITE PL 1a. CAL. 1.44 M2","M2",1.44,"60x120","Porcelánico","Marmol","Beie","Pulido","Rectificado"," $499.00 "," $346.53 ",13.72%," $299.00 "," $289.00 "
"Daltile","Master","Pisos ","Pisos Daltile","ZVN224481PA","ZVN2 60 CM X 120 CM NUVEM WHITE PULIDO 1a. CAL. 1.44 M2","M2",1.44,"60x120","Porcelánico","Marmol","Blanco","Pulido","Rectificado"," $499.00 "," $346.53 ",13.72%," $299.00 "," $289.00 "
"Renujal","Master","Pisos","Pisos Renujal","CAS251078","CARRARA POLARIS SATIN 59.5X119.5 3PZ 2.13M2 C.C","M2",2.13,"59.5x119.5","Porcelánico","Marmol","Blanco","Satinado","Rectificado"," $619.00 "," $290.61 ",14.32%," $249.00 "," $239.00 "
"Castel","Master","Pisos","Pisos Castel","CAS756","SYMPHONY PL 60X120 1.44 M2","M2",1.44,"60X120","Porcelánico","Marmol","Blanco","Pulido","Pulido"," $984.43 "," $683.63 ",46.02%," $369.00 "," $359.00 "
"Renujal","Master","Pisos","Pisos Renujal","CAS1001216","PISO MOON IVORY 60X120 3PZ 2.13M2","M2",2.13,"60x120","Cerámico","Piedra","Beige","Mate","Rectificado"," $749.00 "," $351.64 ",17.81%," $289.00 "," $279.00 "
"Renujal","Master","Pisos","Pisos Renujal","CAS1001212","PISO IONIC 62 SILVER 60X120 3PZ 2.13M2","M2",2.13,"60x120","Cerámico","Cemento","gris","Brillo","Rectificado"," $749.00 "," $351.64 ",17.81%," $289.00 "," $279.00 "
"Renujal","Master","Pisos","Pisos Renujal","CAS1001348","PISO GRECIA 62 BRILLO 60X120 3PZ 2.13M2","M2",2.13,"60x120","Cerámico","Marmol","blanco","Brillo","Rectificado"," $769.00 "," $361.03 ",19.95%," $289.00 "," $279.00 "
"Renujal","Master","Pisos","Pisos Renujal","CAS1001213","PISO CANTABRIA BEIGE 60X120 3PZ 2.13M2","M2",2.13,"60x120","Cerámico","Piedra","beige","Mate","Rectificado"," $719.00 "," $337.56 ",14.39%," $289.00 "," $249.00 "
"Renujal","Master","Pisos","Pisos Renujal","CAS1001211","PISO MINIMAL 62 IVORY 60X120 3PZ 2.13M2","M2",2.13,"60x120","Cerámico","Piedra","beige","Mate","Rectificado"," $719.00 "," $337.56 ",14.39%," $289.00 "," $259.00 "
"Renujal","Master","Pisos","Pisos Renujal","CAS1001210","PISO MOON SILVER 60X120 3PZ 2.13M2","M2",2.13,"60x120","Cerámico","Piedra","Gris","Mate","Rectificado"," $749.00 "," $351.64 ",20.66%," $279.00 "," $269.00 "
"Renujal","Master","Pisos","Pisos Renujal","CAS1001349","PISO VOLCANO OXFORD 60X120 3PZ 2.13M2","M2",2.13,"60x120","Cerámico","Piedra","gris","Mate","Rectificado"," $749.00 "," $351.64 ",29.19%," $249.00 "," $249.00 "
"Vitromex","Oportunidad","Pisos ","Pisos Vitromex",521499425178901,"PISO ALBA BIANCO 35.7X35.7 1.78 M2","M2",1.78,"35.7x35.7","Cerámico","Marmol","Blanco","Semibrillante","No Rectificado"," $339.00 "," $190.45 ",29.12%," $135.00 "," $-   "
